Frame	ID	CentroidX	CentroidY	Width	Length	Area	Angle	NONpro	PARcau	SPIter	STEvir
1	0	339	3020	24.0	25.0	459.5	90.0	0.71731013	0.036375664	0.24432781	0.0019863448
1	1	3172	3010	25.0	26.0	536.5	90.0	0.9971413	0.0025243447	2.8863351e-05	0.00030537962
1	2	3791	2996	23.243	23.564	419.5	18.435	0.9998547	9.3962226e-05	1.9214516e-05	3.217375e-05
1	3	2148	2965	18.385	29.0	419.5	45.0	0.7479153	0.024491318	0.2252843	0.0023089903
1	4	4064	2965	22.0	25.0	455.0	0.0	0.9997681	0.00017304829	4.4697383e-05	1.4238862e-05
1	5	3252	2936	23.0	24.0	441.0	90.0	0.99900144	0.0007860561	2.3214136e-05	0.00018925019
1	6	5130	2912	13.537	17.066	164.0	84.289	0.7686371	0.0003415215	0.23066339	0.00035792682
1	7	590	2898	17.029	36.235	396.5	51.34	0.76488876	0.019557035	0.21504472	0.00050940935
1	8	5332	2875	11.885	15.692	140.5	68.199	0.54801834	0.022878166	0.42591983	0.0031835933
1	9	1637	2862	12.659	82.117	701.0	9.462	0.035982013	0.78688765	0.17188069	0.0052496707
1	10	4036	2863	16.0	47.0	625.5	90.0	0.8388167	0.07156881	0.08777797	0.001836541
1	11	3022	2852	27.0	27.0	573.5	90.0	0.9970956	0.002193217	0.000103840546	0.00060725963
1	12	4505	2805	7.0	29.0	137.5	90.0	0.25781572	0.005018514	0.73536783	0.0017978769
1	13	4652	2816	26.833	46.957	947.0	26.565	0.58816105	0.07112478	0.3377284	0.0029858002
1	14	5257	2797	14.0	25.0	263.0	90.0	0.7794431	0.0046829847	0.215153	0.0007209367
1	15	4400	2748	14.534	26.632	213.5	49.764	0.52834606	0.034176555	0.4350342	0.0024432137
1	16	880	2698	23.114	48.023	580.5	51.34	0.75629663	0.012657055	0.22849765	0.0025486567
1	17	1734	2690	10.124	53.446	308.5	70.769	0.27242082	0.361597	0.29037043	0.07561165
1	18	4666	2678	24.459	30.154	442.0	49.399	0.4959708	0.010341883	0.49223375	0.0014535058
1	19	3629	2667	27.505	28.399	603.0	26.565	0.99957937	0.0002815266	5.8638234e-05	8.045944e-05
1	20	707	2630	10.548	18.446	98.5	57.529	0.42851543	0.0025287317	0.56803703	0.00091882126
